title,firstname,lastname,party,state,district,in_office,phone,bioguide_id
Rep,Suzanne,Bonamici,D,OR,1,1,202-225-0855,B001278
Rep,Greg,Walden,R,OR,2,1,202-225-6730,W000791
Rep,Earl,Blumenauer,D,OR,3,1,202-225-4811,B000574
Rep,Peter,DeFazio,D,OR,4,1,202-225-6416,D000191
Rep,Kurt,Schrader,D,OR,5,1,202-225-5711,S001180
Rep,Robert,Brady,D,PA,1,1,202-225-4731,B001227
Rep,Mike,Kelly,R,PA,3,1,202-225-5406,K000376
Rep,Scott,Perry,R,PA,4,1,202-225-5836,P000605
Rep,Glenn,Thompson,R,PA,5,1,202-225-5121,T000467
Rep,Ryan,Costello,R,PA,6,1,202-225-4315,C001106
Rep,Patrick,Meehan,R,PA,7,1,202-225-2011,M001181
Rep,Michael,Fitzpatrick,R,PA,8,1,202-225-4276,F000451
Rep,Bill,Shuster,R,PA,9,1,202-225-2431,S001154
Rep,Tom,Marino,R,PA,10,1,202-225-3731,M001179
Rep,Lou,Barletta,R,PA,11,1,202-225-6511,B001269
Rep,Keith,Rothfus,R,PA,12,1,202-225-2065,R000598
Rep,Brendan,Boyle,D,PA,13,1,202-225-6111,B001296
Rep,Michael,Doyle,D,PA,14,1,202-225-2135,D000482
Rep,Charles,Dent,R,PA,15,1,202-225-6411,D000604
Rep,Joseph,Pitts,R,PA,16,1,202-225-2411,P000373
Rep,Matt,Cartwright,D,PA,17,1,202-225-5546,C001090
Rep,Tim,Murphy,R,PA,18,1,202-225-2301,M001151
Rep,Pedro,Pierluisi,D,PR,0,1,202-225-2615,P000596
Rep,David,Cicilline,D,RI,1,1,202-225-4911,C001084
Rep,James,Langevin,D,RI,2,1,202-225-2735,L000559
Rep,Mark,Sanford,R,SC,1,1,202-225-3176,S000051
Rep,Joe,Wilson,R,SC,2,1,202-225-2452,W000795
Rep,Jeff,Duncan,R,SC,3,1,202-225-5301,D000615
Rep,Trey,Gowdy,R,SC,4,1,202-225-6030,G000566
Rep,Mick,Mulvaney,R,SC,5,1,202-225-5501,M001182
Rep,James,Clyburn,D,SC,6,1,202-225-3315,C000537
Rep,Tom,Rice,R,SC,7,1,202-225-9895,R000597
Rep,Kristi,Noem,R,SD,0,1,202-225-2801,N000184
Rep,David,Roe,R,TN,1,1,202-225-6356,R000582
Rep,John,Duncan,R,TN,2,1,202-225-5435,D000533
Rep,Charles,Fleischmann,R,TN,3,1,202-225-3271,F000459
Rep,Scott,DesJarlais,R,TN,4,1,202-225-6831,D000616
Rep,Jim,Cooper,D,TN,5,1,202-225-4311,C000754
Rep,Diane,Black,R,TN,6,1,202-225-4231,B001273
Rep,Marsha,Blackburn,R,TN,7,1,202-225-2811,B001243
Rep,Stephen,Fincher,R,TN,8,1,202-225-4714,F000458
Rep,Steve,Cohen,D,TN,9,1,202-225-3265,C001068
Rep,Louie,Gohmert,R,TX,1,1,202-225-3035,G000552
Rep,Ted,Poe,R,TX,2,1,202-225-6565,P000592
Rep,Sam,Johnson,R,TX,3,1,202-225-4201,J000174
Rep,John,Ratcliffe,R,TX,4,1,202-225-6673,R000601
Rep,Jeb,Hensarling,R,TX,5,1,202-225-3484,H001036
Rep,Joe,Barton,R,TX,6,1,202-225-2002,B000213
Rep,John,Culberson,R,TX,7,1,202-225-2571,C001048
Rep,Kevin,Brady,R,TX,8,1,202-225-4901,B000755
Rep,Al,Green,D,TX,9,1,202-225-7508,G000553
Rep,Michael,McCaul,R,TX,10,1,202-225-2401,M001157
Rep,K.,Conaway,R,TX,11,1,202-225-3605,C001062
Rep,Kay,Granger,R,TX,12,1,202-225-5071,G000377
Rep,Mac,Thornberry,R,TX,13,1,202-225-3706,T000238
Rep,Randy,Weber,R,TX,14,1,202-225-2831,W000814
Rep,Rubén,Hinojosa,D,TX,15,1,202-225-2531,H000636
Rep,Beto,O'Rourke,D,TX,16,1,202-225-4831,O000170
Rep,Bill,Flores,R,TX,17,1,202-225-6105,F000461
Rep,Sheila,Jackson Lee,D,TX,18,1,202-225-3816,J000032
Rep,Randy,Neugebauer,R,TX,19,1,202-225-4005,N000182
Rep,Joaquin,Castro,D,TX,20,1,202-225-3236,C001091
Rep,Lamar,Smith,R,TX,21,1,202-225-4236,S000583
Rep,Pete,Olson,R,TX,22,1,202-225-5951,O000168
Rep,Will,Hurd,R,TX,23,1,202-225-4511,H001073
Rep,Kenny,Marchant,R,TX,24,1,202-225-6605,M001158
Rep,Roger,Williams,R,TX,25,1,202-225-9896,W000816
Rep,Michael,Burgess,R,TX,26,1,202-225-7772,B001248
Rep,Blake,Farenthold,R,TX,27,1,202-225-7742,F000460
Rep,Henry,Cuellar,D,TX,28,1,202-225-1640,C001063
Rep,Gene,Green,D,TX,29,1,202-225-1688,G000410
Rep,Eddie,Johnson,D,TX,30,1,202-225-8885,J000126
Rep,John,Carter,R,TX,31,1,202-225-3864,C001051
Rep,Pete,Sessions,R,TX,32,1,202-225-2231,S000250
Rep,Marc,Veasey,D,TX,33,1,202-225-9897,V000131
Rep,Filemon,Vela,D,TX,34,1,202-225-9901,V000132
Rep,Lloyd,Doggett,D,TX,35,1,202-225-4865,D000399
Rep,Brian,Babin,R,TX,36,1,202-225-1555,B001291
Rep,Rob,Bishop,R,UT,1,1,202-225-0453,B001250
Rep,Chris,Stewart,R,UT,2,1,202-225-9730,S001192
Rep,Jason,Chaffetz,R,UT,3,1,202-225-7751,C001076
Rep,Mia,Love,R,UT,4,1,202-225-3011,L000584
Rep,Robert,Wittman,R,VA,1,1,202-225-4261,W000804
Rep,E.,Rigell,R,VA,2,1,202-225-4215,R000589
Rep,Robert,Scott,D,VA,3,1,202-225-8351,S000185
Rep,J.,Forbes,R,VA,4,1,202-225-6365,F000445
Rep,Robert,Hurt,R,VA,5,1,202-225-4711,H001060
Rep,Bob,Goodlatte,R,VA,6,1,202-225-5431,G000289
Rep,Dave,Brat,R,VA,7,1,202-225-2815,B001290
Rep,Donald,Beyer,D,VA,8,1,202-225-4376,B001292
Rep,H.,Griffith,R,VA,9,1,202-225-3861,G000568
Rep,Barbara,Comstock,R,VA,10,1,202-225-5136,C001105
Rep,Gerald,Connolly,D,VA,11,1,202-225-1492,C001078
Rep,Stacey,Plaskett,D,VI,0,1,202-225-1790,P000610
Rep,Peter,Welch,D,VT,0,1,202-225-4115,W000800
Rep,Suzan,DelBene,D,WA,1,1,202-225-6311,D000617
Rep,Rick,Larsen,D,WA,2,1,202-225-2605,L000560
Rep,Jaime,Herrera Beutler,R,WA,3,1,202-225-3536,H001056
Rep,Dan,Newhouse,R,WA,4,1,202-225-5816,N000189
Rep,Cathy,McMorris Rodgers,R,WA,5,1,202-225-2006,M001159
Rep,Derek,Kilmer,D,WA,6,1,202-225-5916,K000381
